card_id,name,variant,set,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
sm5-72,Honchkrow,normal,Ultra Prism,Uncommon,Hitoshi Ariga,Stage 1,430,Pokémon,2018/02/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm5-72,0.12,0.009999999776482582,0.25,19.98,,0.4,,,,0.125,0.022700000554323196,0.125,0.2728,0.1704999953508377,0.125,0.1478,0.4547,0.2842,0.3751,1.1367,2026-07-28
dp5-69,Omanyte,normal,Majestic Dawn,Common,Suwama Chiaki,Stage 1,138,Pokémon,2008/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp5-69,0.7,0.30000001192092896,0.6299999952316284,18.61,,6.5,,,,0.3865,0.0340999998152256,0.3183,0.0,0.3637000024318695,0.2387,0.341,3.4101,4.0694,2.3757,1.1367,2026-07-28
ex10-72,Slowpoke,normal,Unseen Forces,Common,Midori Harada,Basic,79,Pokémon,2005/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex10-72,2.67,1.590000033378601,2.690000057220459,94.9,,95.0,,,,0.3183,0.022700000554323196,1.921,5.9677,0.6819999814033508,1.2617,0.8866,22.6203,11.1851,10.1507,1.1367,2026-07-28
xy7-74,Forest of Giant Plants,normal,Ancient Origins,Uncommon,Ryo Ueda,Stadium,,Trainer,2015/08/12,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy7-74,0.34,0.07999999821186066,0.3100000023841858,1000.0,,0.51,,,,0.557,0.0,0.9662,0.0,0.5569999814033508,0.6479,0.4206,0.0,0.0,0.0,1.1367,2026-07-28
sm35-63,Pokémon Breeder,normal,Shining Legends,Uncommon,Kanako Eo,Supporter,,Trainer,2017/10/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm35-63,0.22,0.10000000149011612,0.25,19.98,,0.53,,,,0.1705,0.022700000554323196,0.1478,0.3524,0.045499999076128006,0.0796,0.1478,0.4547,0.3978,0.3524,1.1367,2026-07-28
pl1-73,Dunsparce,normal,Platinum,Common,Kouki Saitou,Basic,206,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-73,0.3,0.20000000298023224,0.36000001430511475,19.98,,2.21,,,,0.1819,0.022700000554323196,0.1591,0.5342,0.1137000024318695,0.1478,0.1591,0.5115,0.466,0.8525,1.1367,2026-07-28
xy11-75,Magearna-EX,holofoil,Steam Siege,Rare Holo EX,5ban Graphics,Basic|EX,801,Pokémon,2016/08/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy11-75,1.51,0.75,1.6699999570846558,17.86,,,,,,0.0,0.0,1.9892,0.0,1.7050000429153442,3.592,3.592,0.0,0.0,0.0,1.1367,2026-07-28
xy2-81,Sentret,normal,Flashfire,Common,Mizue,Basic,161,Pokémon,2014/05/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy2-81,0.22,0.05000000074505806,0.25,19.99,,0.46,,,,0.1364,0.022700000554323196,0.1591,0.4547,0.0568000003695488,0.1591,0.1023,0.2842,0.6366,0.3865,1.1367,2026-07-28
bw7-74,Scolipede,holofoil,Boundaries Crossed,Rare Holo,5ban Graphics,Stage 2,545,Pokémon,2012/11/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw7-74,4.03,2.950000047683716,4.210000038146973,48.1,,10.99,,,,4.5241,0.1137000024318695,4.7628,0.0,3.353300094604492,5.1265,4.2513,2.2734,4.399,3.0918,1.1367,2026-07-28
sm3-69,Solrock,normal,Burning Shadows,Uncommon,Masakazu Fukuda,Basic,338,Pokémon,2017/08/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm3-69,0.04,0.009999999776482582,0.20000000298023224,19.72,,0.32,,,,0.0796,0.022700000554323196,0.0796,0.2387,0.0568000003695488,0.0796,0.0682,0.1364,0.2501,0.2842,1.1367,2026-07-28
col1-73,Teddiursa,normal,Call of Legends,Common,Ken Sugimori,Basic,216,Pokémon,2011/02/09,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/col1-73,0.43,0.15000000596046448,0.4000000059604645,19.98,,4.32,,,,0.3524,0.022700000554323196,0.341,0.0,0.2955000102519989,0.3637,0.3865,0.5911,1.705,2.0915,1.1367,2026-07-28
bw10-77,Chatot,normal,Plasma Blast,Uncommon,5ban Graphics,Basic|Team Plasma,441,Pokémon,2013/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw10-77,0.35,0.10000000149011612,0.3400000035762787,5.0,,0.76,,,,0.3865,0.022700000554323196,0.4206,0.8298,0.1137000024318695,0.5001,0.3296,0.6479,0.9548,0.8753,1.1367,2026-07-28
bw5-66,Krookodile,holofoil,Dark Explorers,Rare Holo,5ban Graphics,Stage 2,553,Pokémon,2012/05/09,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw5-66,1.61,1.0,2.059999942779541,19.98,,1.36,,,,1.3754,0.1137000024318695,1.1253,1.6596,1.0799000263214111,0.8866,1.0571,1.705,1.6141,1.6937,1.1367,2026-07-28
dp7-65,Magikarp,normal,Stormfront,Common,Tomokazu Komiya,Basic,129,Pokémon,2008/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp7-65,5.81,2.0,4.539999961853027,998.7,,15.0,,,,0.9776,0.022700000554323196,0.466,16.3798,0.5455999970436096,0.5001,0.6934,24.4277,9.7756,10.0712,1.1367,2026-07-28
base5-67,Slowpoke,unlimited,Team Rocket,Common,Sumiyoshi Kizuki,Basic,79,Pokémon,2000/04/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base5-67,1.59,0.3400000035762787,1.0,17.96,,,,,"{""1stEdition"": {""low"": 1.0, ""mid"": 4.0, ""high"": 19.99, ""market"": 4.39, ""directLow"": 5.32}}",1.239,0.022700000554323196,1.114,0.0,0.7730000019073486,0.9321,1.2617,0.341,0.341,0.341,1.1367,2026-07-28
pl3-68,Masquerain,normal,Supreme Victors,Uncommon,Masakazu Fukuda,Stage 1,284,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-68,0.34,0.18000000715255737,0.3400000035762787,19.98,,0.77,,,,0.216,0.022700000554323196,0.1819,1.0003,0.2273000031709671,0.216,0.1591,1.1367,1.0685,0.8071,1.1367,2026-07-28
sm1-69,Roggenrola,normal,Sun & Moon,Common,Kanako Eo,Basic,524,Pokémon,2017/02/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm1-69,0.05,0.009999999776482582,0.17000000178813934,19.98,,0.34,,,,0.0568,0.022700000554323196,0.0568,0.2955,0.022700000554323196,0.0682,0.0455,0.216,0.3183,0.2728,1.1367,2026-07-28
gym1-73,Brock's Vulpix,unlimited,Gym Heroes,Common,Ken Sugimori,Basic,37,Pokémon,2000/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/gym1-73,2.74,0.6499999761581421,1.75,96.85,,,,,"{""1stEdition"": {""low"": 3.0, ""mid"": 6.77, ""high"": 76.0, ""market"": 6.88, ""directLow"": null}}",1.6027,0.2273000031709671,2.1029,0.0,3.1259000301361084,1.705,1.6027,1.1367,1.1367,1.1367,1.1367,2026-07-28
dp1-74,Chatot,normal,Diamond & Pearl,Common,Ken Sugimori,Basic,441,Pokémon,2007/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp1-74,0.38,0.11999999731779099,0.38999998569488525,19.98,,1.31,,,,0.2046,0.022700000554323196,0.1591,1.1367,0.2842000126838684,0.2046,0.2046,2.2734,1.5914,1.3072,1.1367,2026-07-28
dp6-70,Seadra,,Legends Awakened,Uncommon,Atsuko Nishida,Stage 1,117,Pokémon,2008/08/01,cardmarket,https://prices.pokemontcg.io/cardmarket/dp6-70,,,,,,,,,,0.6138,0.045499999076128006,0.557,5.6835,0.5684000253677368,0.4092,0.4547,1.4663,1.9551,1.8187,1.1367,2026-07-28
sm9-75,Omanyte,normal,Team Up,Uncommon,Midori Harada,Stage 1,138,Pokémon,2019/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm9-75,0.31,0.10000000149011612,0.28999999165534973,19.98,,0.69,,,,0.1478,0.022700000554323196,0.216,0.6138,0.2842000126838684,0.2728,0.1705,0.0227,0.5342,0.557,1.1367,2026-07-28
gym2-75,Giovanni's Nidoran ♀,unlimited,Gym Challenge,Common,Ken Sugimori,Basic,29,Pokémon,2000/10/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/gym2-75,1.04,0.25,1.0,96.95,,,,,"{""1stEdition"": {""low"": 1.52, ""mid"": 2.7, ""high"": 35.03, ""market"": 2.71, ""directLow"": 4.39}}",1.0458,0.045499999076128006,0.7616,0.0,0.7957000136375427,1.2731,1.1253,0.0,0.0,0.0,1.1367,2026-07-28
xyp-XY63,M Absol-EX,holofoil,XY Black Star Promos,Promo,5ban Graphics,MEGA|EX,359,Pokémon,2013/10/12,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xyp-XY63,28.15,11.210000038146973,18.079999923706055,279.4,,,,,,42.558,26.132699966430664,31.2365,0.0,45.46799850463867,40.7848,45.127,6.7065,6.968,6.4224,1.1367,2026-07-28
swsh3-65,Dracozolt,normal,Darkness Ablaze,Rare,Misa Tsutsui,Stage 1,880,Pokémon,2020/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh3-65,0.32,0.20000000298023224,0.3799999952316284,19.98,,0.69,,,,0.4206,0.022700000554323196,0.4547,1.7619,0.1704999953508377,0.4206,0.3865,0.7048,1.8756,1.2617,1.1367,2026-07-28
ex14-68,Treecko δ,normal,Crystal Guardians,Common,Masakazu Fukuda,Basic,252,Pokémon,2006/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex14-68,1.72,0.5099999904632568,1.5499999523162842,19.98,,45.98,,,,0.4547,0.022700000554323196,0.7502,5.1493,0.4318999946117401,0.6934,0.5911,17.0505,11.2647,9.7188,1.1367,2026-07-28
smp-SM64,Silvally,holofoil,SM Black Star Promos,Promo,Mitsuhiro Arita,Stage 1,773,Pokémon,2017/02/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/smp-SM64,2.12,2.0,2.440000057220459,96.95,,,,,,1.705,0.5684000253677368,1.7505,0.0,1.7050000429153442,1.705,1.7733,4.5354,1.7733,1.364,1.1367,2026-07-28
neo4-73,Machop,unlimited,Neo Destiny,Common,Toshinao Aoki,Basic,66,Pokémon,2002/02/28,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/neo4-73,0.89,0.25,0.75,20.91,,,,,"{""1stEdition"": {""low"": 1.8, ""mid"": 2.55, ""high"": 34.3, ""market"": 3.01, ""directLow"": null}}",1.4209,0.0340999998152256,2.6371,0.0,0.2727999985218048,2.1143,1.3413,0.0,0.0,0.0,1.1367,2026-07-28
ex11-70,Holon's Magnemite,normal,Delta Species,Common,Katsura Tabata,Basic,81,Pokémon,2005/10/31,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex11-70,1.66,0.6600000262260437,1.7200000286102295,29.1,,26.09,,,,0.8525,0.1137000024318695,0.557,10.6395,0.2273000031709671,0.5911,0.8866,11.367,9.7188,8.1047,1.1367,2026-07-28
xy4-66,Klefki,normal,Phantom Forces,Uncommon,Shin Nagasawa,Basic,707,Pokémon,2014/11/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy4-66,0.33,0.10000000149011612,0.30000001192092896,19.98,,0.83,,,,0.2842,0.022700000554323196,0.2501,0.466,0.07959999889135361,0.2614,0.2046,0.466,0.4092,0.5797,1.1367,2026-07-28
base6-67,Abra,normal,Legendary Collection,Common,Mitsuhiro Arita,Basic,63,Pokémon,2002/05/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base6-67,1.05,0.44999998807907104,1.0700000524520874,19.98,,93.49,,,,0.5456,0.0568000003695488,0.6252,40.9212,0.5115000009536743,0.4319,0.5456,45.468,51.0492,45.4566,1.1367,2026-07-28
sm12-73,Togedemaru,normal,Cosmic Eclipse,Uncommon,sowsow,Basic,777,Pokémon,2019/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm12-73,0.29,0.09000000357627869,0.3199999928474426,17.08,,1.17,,,,0.1478,0.022700000554323196,0.1364,1.114,0.2273000031709671,0.1137,0.1478,2.1597,1.3981,1.1822,1.1367,2026-07-28
xy12-68,Farfetch'd,normal,Evolutions,Rare,Ken Sugimori,Basic,83,Pokémon,2016/11/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy12-68,0.23,0.009999999776482582,0.25,19.98,,1.27,,,,0.1819,0.022700000554323196,0.125,1.6823,0.1704999953508377,0.1137,0.1819,1.705,1.5004,2.1029,1.1367,2026-07-28
xy6-69,Skarmory,normal,Roaring Skies,Rare,Hitoshi Ariga,Basic,227,Pokémon,2015/05/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy6-69,0.32,0.09000000357627869,0.3199999928474426,19.34,,0.61,,,,0.2728,0.022700000554323196,0.2501,1.5118,0.1932000070810318,0.2728,0.2501,0.9094,1.4663,1.0003,1.1367,2026-07-28
base2-63,Venonat,unlimited,Jungle,Common,Mitsuhiro Arita,Basic,48,Pokémon,1999/06/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base2-63,0.44,0.12999999523162842,0.4300000071525574,15.35,,,,,"{""1stEdition"": {""low"": 0.5, ""mid"": 2.0, ""high"": 19.99, ""market"": 2.36, ""directLow"": 1.38}}",0.6025,0.022700000554323196,0.8071,0.0,1.2275999784469604,0.4774,0.6025,0.341,0.341,0.341,1.1367,2026-07-28
xy10-69,M Altaria-EX,holofoil,Fates Collide,Rare Holo EX,5ban Graphics,MEGA|EX,334,Pokémon,2016/05/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy10-69,9.43,5.989999771118164,9.34000015258789,97.86,,,,,,10.5827,4.535399913787842,11.5034,0.0,7.956900119781494,10.469,11.0942,5.6721,4.4104,3.9898,1.1367,2026-07-28
sm8-69,Toxapex,normal,Lost Thunder,Rare,kirisAki,Stage 1,748,Pokémon,2018/11/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm8-69,0.48,0.20000000298023224,0.5,19.98,,0.65,,,,0.3069,0.07959999889135361,0.4206,1.8415,0.3409999907016754,0.3524,0.4888,1.8415,1.0912,1.0458,1.1367,2026-07-28
xy9-64,Phantump,normal,BREAKpoint,Common,Sumiyoshi Kizuki,Basic,708,Pokémon,2016/02/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy9-64,0.16,0.05000000074505806,0.20000000298023224,19.98,,0.51,,,,0.1023,0.022700000554323196,0.0568,0.5797,0.022700000554323196,0.0455,0.0796,0.2273,0.5229,0.4319,1.1367,2026-07-28
pl2-69,Munchlax,normal,Rising Rivals,Common,Tomokazu Komiya,Basic,446,Pokémon,2009/05/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl2-69,8.8,9.989999771118164,14.449999809265137,69.9,,60.0,,,,1.1253,0.022700000554323196,1.4209,2.1029,1.2503999471664429,0.9889,1.1026,2.2166,4.6718,5.297,1.1367,2026-07-28
bw9-73,Bisharp,normal,Plasma Freeze,Rare,5ban Graphics,Stage 1|Team Plasma,625,Pokémon,2013/05/08,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw9-73,1.14,0.3499999940395355,0.9900000095367432,5.0,,4.7,,,,1.6937,0.1137000024318695,1.023,1.3754,0.7957000136375427,1.1367,0.8412,1.6141,5.8199,2.8986,1.1367,2026-07-28
ex15-61,Ralts δ,normal,Dragon Frontiers,Common,Kyoko Umemoto,Basic,280,Pokémon,2006/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex15-61,1.33,0.5,1.0,19.99,,34.99,,,,0.4319,0.022700000554323196,0.2728,12.8674,0.1023000031709671,0.2614,0.3524,4.5468,10.8782,8.4457,1.1367,2026-07-28
swshp-SWSH067,Donphan,holofoil,SWSH Black Star Promos,Promo,Eri Yamaki,Stage 1,232,Pokémon,2019/11/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swshp-SWSH067,3.68,3.5,5.03000020980835,96.66,,,,,,7.775,5.569799900054932,13.0152,0.0,7.956900119781494,7.9569,11.0715,10.7987,7.7637,8.8322,1.1367,2026-07-28
dp3-77,Bulbasaur,normal,Secret Wonders,Common,Kouki Saitou,Basic,1,Pokémon,2007/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp3-77,6.49,0.9800000190734863,2.4700000286102295,19.95,,50.33,,,,0.7048,0.022700000554323196,0.8184,13.6404,0.3750999867916107,0.8866,0.773,14.7771,7.6955,8.2411,1.1367,2026-07-28
bw3-67,Archeops,normal,Noble Victories,Rare,Kouki Saitou,Stage 1,567,Pokémon,2011/11/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw3-67,10.96,9.550000190734863,11.550000190734863,139.8,,11.8,,,,3.7284,0.0568000003695488,3.0691,0.0,4.546800136566162,3.4101,2.8531,14.7657,5.3993,5.1265,1.1367,2026-07-28
xy1-73,Zoroark,holofoil,XY,Rare Holo,Kagemaru Himeno,Stage 1,571,Pokémon,2014/02/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy1-73,0.77,0.28999999165534973,0.8299999833106995,39.99,,1.11,,,,1.5118,0.0681999996304512,1.921,1.8983,1.1253000497817993,1.2958,1.5686,1.8983,2.0347,1.6027,1.1367,2026-07-28
sm6-67,Barbaracle,normal,Forbidden Light,Rare,kirisAki,Stage 1,689,Pokémon,2018/05/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm6-67,0.35,0.20000000298023224,0.3499999940395355,19.98,,0.45,,,,0.3183,0.0340999998152256,0.341,0.8071,0.1137000024318695,0.3296,0.3296,1.0799,0.7957,0.8184,1.1367,2026-07-28
bw6-71,Terrakion-EX,holofoil,Dragons Exalted,Rare Holo EX,Eske Yoshinob,Basic|EX,639,Pokémon,2012/08/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw6-71,6.96,4.949999809265137,6.730000019073486,67.0,,,,,,2.7053,1.1253000497817993,2.7167,0.0,2.216599941253662,2.603,3.1146,5.3993,6.627,4.4218,1.1367,2026-07-28
sm10-63,Arbok,normal,Unbroken Bonds,Rare,Yukiko Baba,Stage 1,24,Pokémon,2019/05/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm10-63,0.41,0.23999999463558197,0.4099999964237213,19.98,,0.57,,,,0.2955,0.1137000024318695,0.3865,1.6255,0.4433000087738037,0.341,0.3524,2.2734,1.3299,0.9548,1.1367,2026-07-28
g1-60,Crushing Hammer,normal,Generations,Uncommon,5ban Graphics,Item,,Trainer,2016/02/22,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/g1-60,0.3,0.10000000149011612,0.30000001192092896,1000.0,,0.94,,,,0.3865,0.022700000554323196,0.2842,1.4095,0.3409999907016754,0.4206,0.3296,1.364,1.2276,1.0799,1.1367,2026-07-28
swsh1-73,Yamper,normal,Sword & Shield,Common,Akira Komayama,Basic,835,Pokémon,2020/02/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh1-73,0.19,0.03999999910593033,0.20000000298023224,18.68,,0.4,,,,0.0682,0.022700000554323196,0.0796,0.1819,0.1137000024318695,0.0682,0.0568,0.2273,0.2501,0.3865,1.1367,2026-07-28
sma-SV66,Lycanroc-GX,holofoil,Hidden Fates Shiny Vault,Rare Shiny GX,5ban Graphics,Stage 1|GX,745,Pokémon,2019/08/23,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sma-SV66,14.85,13.369999885559082,15.989999771118164,122.7,,,,,,8.6389,5.672100067138672,9.4005,0.0,6.808800220489502,9.1504,9.571,10.5145,11.4125,16.5845,1.1367,2026-07-28
ex1-62,Phanpy,normal,Ruby & Sapphire,Common,Kagemaru Himeno,Basic,231,Pokémon,2003/07/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex1-62,2.57,0.949999988079071,2.0,96.95,,19.66,,,,0.5115,0.022700000554323196,0.5229,8.5252,0.2500999867916107,0.5001,0.4774,5.6721,6.536,4.7287,1.1367,2026-07-28
swsh35-76,Gardevoir VMAX,holofoil,Champion's Path,Rare Rainbow,5ban Graphics,VMAX,282,Pokémon,2020/09/25,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh35-76,18.74,16.850000381469727,19.600000381469727,151.82,,,,,,16.9482,5.683499813079834,14.7316,0.0,13.515399932861328,15.7547,16.2093,21.8815,24.1435,24.7801,1.1367,2026-07-28
bw1-70,Zorua,normal,Black & White,Common,Kouki Saitou,Basic,570,Pokémon,2011/04/25,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw1-70,0.58,0.15000000596046448,0.4000000059604645,19.98,,6.17,,,,0.1819,0.022700000554323196,0.1819,1.2276,0.3865000009536743,0.1932,0.1705,1.0799,1.4891,1.7505,1.1367,2026-07-28
dp4-66,Ekans,normal,Great Encounters,Common,Ken Sugimori,Basic,23,Pokémon,2008/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp4-66,0.29,0.10000000149011612,0.30000001192092896,19.98,,2.48,,,,0.1819,0.022700000554323196,0.1819,1.0003,0.1704999953508377,0.1364,0.1137,0.7957,0.9889,1.0799,1.1367,2026-07-28
ex8-71,Seedot,normal,Deoxys,Common,Kouki Saitou,Basic,273,Pokémon,2005/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex8-71,0.41,0.10999999940395355,0.3799999952316284,20.4,,16.54,,,,0.2387,0.022700000554323196,0.3296,4.831,0.2273000031709671,0.3865,0.2728,3.9785,4.5354,4.74,1.1367,2026-07-28
ecard1-65,Typhlosion,normal,Expedition Base Set,Rare,K. Hoshiba,Stage 2,157,Pokémon,2002/09/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ecard1-65,27.77,14.989999771118164,152.0,280.0,,64.7,,,,4.7287,0.3409999907016754,2.5576,3.4101,3.2964000701904297,4.8764,6.7975,4.5468,35.6583,16.8573,1.1367,2026-07-28
bw8-71,Phanpy,normal,Plasma Storm,Common,Sumiyoshi Kizuki,Basic,231,Pokémon,2013/02/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw8-71,0.52,0.33000001311302185,0.550000011920929,19.98,,3.7,,,,0.2955,0.022700000554323196,0.2728,0.0,0.1023000031709671,0.125,0.2955,1.705,1.3868,1.3754,1.1367,2026-07-28
ecard3-39,Misdreavus,normal,Skyridge,Uncommon,Atsuko Nishida,Basic,200,Pokémon,2003/05/12,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ecard3-39,15.75,15.989999771118164,31.8700008392334,75.0,,62.8,,,,2.6144,0.2842000126838684,2.5462,25.7576,3.410099983215332,2.3643,2.6144,56.835,19.8013,12.4355,1.1367,2026-07-28
ex16-65,Spheal,normal,Power Keepers,Common,Ken Sugimori,Basic,363,Pokémon,2007/02/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex16-65,0.62,0.25,0.4300000071525574,19.98,,33.55,,,,0.341,0.022700000554323196,0.8866,4.7628,0.5910999774932861,0.8412,0.3978,2.262,3.7397,4.1149,1.1367,2026-07-28
pl4-74,Shinx,normal,Arceus,Common,sui,Basic,403,Pokémon,2009/11/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl4-74,0.39,0.10000000149011612,0.4000000059604645,999.99,,6.07,,,,0.2728,0.022700000554323196,0.2387,0.8525,0.1818999946117401,0.1591,0.1705,1.6823,1.4209,1.5345,1.1367,2026-07-28
ex5-65,Meditite,normal,Hidden Legends,Common,Ken Sugimori,Basic,307,Pokémon,2004/06/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex5-65,0.33,0.10000000149011612,0.33000001311302185,20.33,,7.46,,,,0.2046,0.022700000554323196,0.1819,6.0018,0.1137000024318695,0.1364,0.1819,2.2734,2.9441,3.4669,1.1367,2026-07-28
base4-71,Diglett,normal,Base Set 2,Common,Keiji Kinebuchi,Basic,50,Pokémon,2000/02/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base4-71,0.65,0.17000000178813934,0.5,15.38,,,,,,0.3524,0.022700000554323196,0.3524,0.0,0.3409999907016754,0.2728,0.3637,0.1137,0.1137,0.1137,1.1367,2026-07-28
base1-74,Item Finder,normal,Base,Rare,Keiji Kinebuchi,,,Trainer,1999/01/09,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base1-74,7.79,5.25,8.0600004196167,88.99,,,,,,9.4801,2.273400068283081,9.5028,0.0,5.569799900054932,9.446,9.6392,2.2734,1.3868,1.3868,1.1367,2026-07-28
dp2-66,Unown [M],normal,Mysterious Treasures,Uncommon,Kazuyuki Kano,Basic,201,Pokémon,2007/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp2-66,1.11,0.30000001192092896,0.75,19.98,,4.95,,,,0.6707,0.0568000003695488,0.898,1.5345,0.5684000253677368,1.0117,0.682,2.2734,3.16,1.8528,1.1367,2026-07-28
hgss3-71,Burned Tower,normal,HS—Undaunted,Uncommon,Ryo Ueda,Stadium,,Trainer,2010/08/18,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss3-71,1.86,0.6000000238418579,1.600000023841858,19.98,,67.49,,,,0.341,0.022700000554323196,0.3637,17.7894,1.0117000341415405,0.341,0.3637,3.3987,9.5937,5.8426,1.1367,2026-07-28
swsh2-68,Toxel,normal,Rebel Clash,Common,nagimiso,Basic,848,Pokémon,2020/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh2-68,0.05,0.009999999776482582,0.18000000715255737,19.98,,0.33,,,,0.0796,0.022700000554323196,0.0682,0.1705,0.022700000554323196,0.0682,0.0682,0.2728,0.1819,0.2842,1.1367,2026-07-28
ex12-76,Power Tree,normal,Legend Maker,Uncommon,Ryo Ueda,Stadium,,Trainer,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-76,0.95,0.20000000298023224,0.7900000214576721,19.98,,5.92,,,,0.2614,0.022700000554323196,0.2614,7.9569,0.4546999931335449,0.3978,0.6934,7.9569,7.1044,6.4565,1.1367,2026-07-28
