card_id,name,variant,set,rarity,artist,subtype,national_dex_numbers,supertype,release_date,price_source,purchase_url,tcgplayer_market,tcgplayer_low,tcgplayer_mid,tcgplayer_high,tcgplayer_holofoil_market,tcgplayer_reverse_holofoil_market,tcgplayer_1st_edition_normal_market,tcgplayer_1st_edition_holofoil_market,other_tcgplayer_variants_json,cardmarket_average_sell_price_usd,cardmarket_low_price_usd,cardmarket_trend_price_usd,cardmarket_reverse_holo_sell_usd,cardmarket_avg1_usd,cardmarket_avg7_usd,cardmarket_avg30_usd,cardmarket_reverse_holo_avg1_usd,cardmarket_reverse_holo_avg7_usd,cardmarket_reverse_holo_avg30_usd,eur_usd_rate_used,date
bw9-57,Cofagrigus,normal,Plasma Freeze,Rare,5ban Graphics,Stage 1|Team Plasma,563,Pokémon,2013/05/08,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw9-57,1.48,0.6000000238418579,1.440000057220459,27.989999771118164,,10.0,,,,1.2049,0.0568000003695488,0.9889,0.0,1.1593999862670898,1.1594,0.9321,3.4101,3.5238,2.5348,1.1367,2026-07-28
ecard1-49,Golem,normal,Expedition Base Set,Rare,Aya Kusube,Stage 2,76,Pokémon,2002/09/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ecard1-49,10.76,12.0,15.4399995803833,180.0,,25.4,,,,5.4675,0.8525000214576721,5.388,9.0936,2.273400068283081,6.3655,5.6608,6.8088,7.2635,9.2641,1.1367,2026-07-28
xy1-57,Gourgeist,holofoil,XY,Rare Holo,5ban Graphics,Stage 1,711,Pokémon,2014/02/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy1-57,2.97,0.8799999952316284,2.809999942779541,34.9900016784668,,3.1,,,,2.1029,0.4546999931335449,2.137,1.455,0.9093999862670898,1.8869,2.0006,2.2961,1.7164,1.7164,1.1367,2026-07-28
dp2-51,Graveler,normal,Mysterious Treasures,Uncommon,Mitsuhiro Arita,Stage 1,75,Pokémon,2007/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp2-51,0.39,0.10000000149011612,0.38999998569488525,19.979999542236328,,2.59,,,,0.216,0.022700000554323196,0.1591,0.4547,0.0908999964594841,0.1023,0.1591,2.2507,1.7278,1.6255,1.1367,2026-07-28
pl1-57,Muk,normal,Platinum,Uncommon,Hajime Kusajima,Stage 1,89,Pokémon,2009/02/11,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl1-57,0.73,0.550000011920929,0.7099999785423279,19.979999542236328,,4.33,,,,0.3865,0.022700000554323196,0.3296,1.5573,0.2273000031709671,0.2614,0.2955,0.5684,1.4209,1.0571,1.1367,2026-07-28
base2-49,Bellsprout,unlimited,Jungle,Common,Kagemaru Himeno,Basic,69,Pokémon,1999/06/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base2-49,0.42,0.07999999821186066,0.4399999976158142,15.350000381469727,,,,,"{""1stEdition"": {""low"": 0.9, ""mid"": 3.76, ""high"": 22.99, ""market"": 3.78, ""directLow"": 1.06}}",0.5229,0.022700000554323196,0.5684,0.0,0.6707000136375427,0.7502,0.5342,0.0341,0.2614,0.2614,1.1367,2026-07-28
ex5-49,Starmie,normal,Hidden Legends,Uncommon,Aya Kusube,Stage 1,121,Pokémon,2004/06/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex5-49,0.76,0.25,0.7799999713897705,19.989999771118164,,45.82,,,,0.4888,0.022700000554323196,0.5684,0.0,0.4318999946117401,0.6252,0.5342,1.1367,3.3646,4.6264,1.1367,2026-07-28
bw3-52,Reuniclus,normal,Noble Victories,Rare,Kagemaru Himeno,Stage 2,579,Pokémon,2011/11/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw3-52,1.04,0.49000000953674316,1.0399999618530273,19.979999542236328,,1.66,,,,0.682,0.1704999953508377,0.8298,1.023,0.6478999853134155,0.6366,0.898,0.9094,1.2845,1.6709,1.1367,2026-07-28
dpp-DP56,Arceus LV.X,holofoil,DP Black Star Promos,Promo,Ryo Ueda,Level-Up,493,Pokémon,2007/05/01,tcgplayer,https://prices.pokemontcg.io/tcgplayer/dpp-DP56,69.52,42.709999084472656,125.0,979.4000244140625,,,,,,,,,,,,,,,,,2026-07-28
dp7-49,Scyther,normal,Stormfront,Uncommon,Mitsuhiro Arita,Basic,123,Pokémon,2008/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp7-49,1.65,0.8899999856948853,1.3200000524520874,96.91999816894531,,10.28,,,,0.898,0.0568000003695488,0.5797,3.7852,0.2842000126838684,0.4888,0.6252,1.4209,2.7735,2.7849,1.1367,2026-07-28
xy5-58,Lanturn,normal,Primal Clash,Uncommon,MAHOU,Stage 1,171,Pokémon,2015/02/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy5-58,0.22,0.05000000074505806,0.23999999463558197,1000.0,,0.54,,,,0.1932,0.022700000554323196,0.2046,0.8298,0.5115000009536743,0.2387,0.2046,1.0799,0.8525,0.6593,1.1367,2026-07-28
ex4-58,Team Magma's Aron,normal,Team Magma vs Team Aqua,Common,Katsura Tabata,Basic,304,Pokémon,2004/03/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex4-58,0.72,0.15000000596046448,0.75,19.979999542236328,,21.7,,,,0.3524,0.022700000554323196,0.2728,0.0,0.1704999953508377,0.2046,0.2842,4.831,3.8193,3.2964,1.1367,2026-07-28
ecard2-31,Rapidash,normal,Aquapolis,Rare,Kouki Saitou,Stage 1,78,Pokémon,2003/01/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ecard2-31,17.64,16.0,26.5,191.0,,34.24,,,,2.8759,0.5684000253677368,2.9327,0.0,3.6147000789642334,3.3078,3.376,7.9342,9.6165,7.991,1.1367,2026-07-28
ex16-49,Chinchou,normal,Power Keepers,Common,Mitsuhiro Arita,Basic,170,Pokémon,2007/02/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex16-49,0.36,0.14000000059604645,0.3799999952316284,19.979999542236328,,9.36,,,,0.2046,0.022700000554323196,0.216,2.2734,0.1137000024318695,0.2046,0.1819,7.6045,6.0245,8.1615,1.1367,2026-07-28
ex13-57,Anorith δ,normal,Holon Phantoms,Common,Hajime Kusajima,Stage 1,347,Pokémon,2006/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex13-57,0.67,0.25999999046325684,0.699999988079071,20.770000457763672,,14.19,,,,0.5342,0.022700000554323196,0.5001,1.9438,0.0568000003695488,0.6707,0.6025,3.4101,4.8992,6.6042,1.1367,2026-07-28
bw6-55,Gothita,normal,Dragons Exalted,Common,Aya Kusube,Basic,574,Pokémon,2012/08/15,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw6-55,0.35,0.10000000149011612,0.3499999940395355,5.0,,3.25,,,,0.1591,0.022700000554323196,0.1591,0.682,0.0908999964594841,0.125,0.1364,0.3296,1.114,0.773,1.1367,2026-07-28
smp-SM48,Zygarde,holofoil,SM Black Star Promos,Promo,Masakazu Fukuda,Basic,718,Pokémon,2017/02/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/smp-SM48,15.51,12.989999771118164,19.979999542236328,149.5399932861328,,,,,,9.7643,4.546800136566162,13.3108,0.0,34.089599609375,11.9126,12.0718,5.5585,7.9001,4.6605,1.1367,2026-07-28
ex10-57,Gligar,normal,Unseen Forces,Common,Mitsuhiro Arita,Basic,207,Pokémon,2005/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex10-57,0.39,0.20000000298023224,0.38999998569488525,19.979999542236328,,17.54,,,,0.3069,0.022700000554323196,0.8298,4.2172,1.5003999471664429,1.0799,0.6252,2.2166,3.2737,4.7059,1.1367,2026-07-28
xy6-54,Bagon,normal,Roaring Skies,Common,Kagemaru Himeno,Basic,371,Pokémon,2015/05/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy6-54,0.17,0.03999999910593033,0.20000000298023224,1000.0,,0.41,,,,0.1023,0.022700000554323196,0.1023,0.4774,0.1477999985218048,0.1023,0.1137,1.023,0.4774,0.3296,1.1367,2026-07-28
base6-51,Machoke,normal,Legendary Collection,Uncommon,Ken Sugimori,Stage 1,67,Pokémon,2002/05/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base6-51,2.45,0.9900000095367432,1.5399999618530273,25.809999465942383,,107.36,,,,1.1594,0.1137000024318695,1.5118,49.6965,5.569799900054932,1.796,1.7505,78.4323,87.5032,54.8458,1.1367,2026-07-28
hgss1-63,Exeggcute,normal,HeartGold & SoulSilver,Common,Miki Tanaka,Basic,102,Pokémon,2010/02/10,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/hgss1-63,0.41,0.05000000074505806,0.3199999928474426,18.3799991607666,,5.6,,,,0.1478,0.022700000554323196,0.2387,0.898,0.1932000070810318,0.2387,0.1705,0.2842,0.8639,1.0799,1.1367,2026-07-28
bw11-60,Kirlia,normal,Legendary Treasures,Uncommon,Yukiko Baba,Stage 1,281,Pokémon,2013/11/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw11-60,0.64,0.1899999976158142,0.550000011920929,23.389999389648438,,4.99,,,,0.8866,0.2273000031709671,0.9321,0.0,0.4546999931335449,0.6934,0.9207,11.3556,6.3087,3.501,1.1367,2026-07-28
xyp-XY47,Heliolisk,holofoil,XY Black Star Promos,Promo,kawayoo,Stage 1,695,Pokémon,2013/10/12,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xyp-XY47,2.8,1.0,2.0,96.83999633789062,,,,,,4.1262,3.353300094604492,5.4107,0.0,3.9784998893737793,5.3652,4.8537,3.0123,2.7281,2.6258,1.1367,2026-07-28
sm10-47,Kingler,normal,Unbroken Bonds,Rare,Shigenori Negishi,Stage 1,99,Pokémon,2019/05/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm10-47,0.42,0.25,0.4300000071525574,19.979999542236328,,0.85,,,,0.5684,0.1137000024318695,0.5456,0.7389,0.5684000253677368,0.5684,0.5115,0.3183,0.9094,0.9435,1.1367,2026-07-28
ex12-61,Seedot,normal,Legend Maker,Common,Yuka Morii,Basic,273,Pokémon,2006/02/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex12-61,1.72,1.2999999523162842,1.690000057220459,25.0,,17.99,,,,0.6025,0.022700000554323196,0.4774,6.6156,0.1590999960899353,0.5797,0.4888,4.5354,6.3201,4.2172,1.1367,2026-07-28
pl3-52,Breloom,normal,Supreme Victors,Uncommon,Kyoko Umemoto,Stage 1,286,Pokémon,2009/08/19,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl3-52,0.93,0.3700000047683716,0.6200000047683716,19.979999542236328,,6.48,,,,0.6479,0.045499999076128006,0.682,1.239,1.1253000497817993,0.7048,0.5115,3.3533,1.7846,1.705,1.1367,2026-07-28
ex3-57,Grimer,normal,Dragon,Common,Yuka Morii,Basic,88,Pokémon,2003/11/24,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex3-57,2.43,0.8899999856948853,2.4100000858306885,22.770000457763672,,39.05,,,,0.557,0.022700000554323196,1.0117,2.7281,0.4433000087738037,0.9435,0.6707,0.5684,3.0691,2.8872,1.1367,2026-07-28
gym1-57,Misty's Tentacool,unlimited,Gym Heroes,Uncommon,Ken Sugimori,Basic,72,Pokémon,2000/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/gym1-57,2.63,0.75,1.7200000286102295,22253.0703125,,,,,"{""1stEdition"": {""low"": 6.74, ""mid"": 12.9, ""high"": 188.24, ""market"": 12.97, ""directLow"": null}}",2.7394,0.0568000003695488,2.1825,0.0,0.5684000253677368,1.6368,2.819,0.1137,0.1137,0.1137,1.1367,2026-07-28
bw5-50,Woobat,normal,Dark Explorers,Common,Kagemaru Himeno,Basic,527,Pokémon,2012/05/09,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw5-50,0.32,0.15000000596046448,0.30000001192092896,19.979999542236328,,1.18,,,,0.216,0.022700000554323196,0.2046,0.7275,0.022700000554323196,0.1819,0.1591,0.4774,0.9094,0.5911,1.1367,2026-07-28
neo4-57,Unown [C],unlimited,Neo Destiny,Uncommon,CR CG gangs,Basic,201,Pokémon,2002/02/28,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/neo4-57,7.68,3.0,7.869999885559082,66.22000122070312,,,,,"{""1stEdition"": {""low"": 7.7, ""mid"": 21.49, ""high"": 99.9, ""market"": 9.87, ""directLow"": null}}",4.8651,0.4546999931335449,6.4565,0.0,6.081299781799316,6.8884,5.0924,0.0,0.0,0.0,1.1367,2026-07-28
swsh2-52,Arrokuda,normal,Rebel Clash,Common,Mina Nakai,Basic,846,Pokémon,2020/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh2-52,0.06,0.009999999776482582,0.1899999976158142,1.5499999523162842,,0.27,,,,0.0568,0.022700000554323196,0.0568,0.2387,0.1023000031709671,0.0455,0.0455,0.3978,0.2501,0.2501,1.1367,2026-07-28
base1-58,Pikachu,normal,Base,Common,Mitsuhiro Arita,Basic,25,Pokémon,1999/01/09,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base1-58,7.46,1.399999976158142,4.070000171661377,1000.0,,,,,,27.2694,8.513899803161621,16.4139,0.0,31.827600479125977,22.1656,13.9132,0.0,0.0,0.0,1.1367,2026-07-28
xy11-60,Sneasel,normal,Steam Siege,Common,Hajime Kusajima,Basic,215,Pokémon,2016/08/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy11-60,0.18,0.05000000074505806,0.20000000298023224,1000.0,,0.37,,,,0.0568,0.022700000554323196,0.0796,0.3978,0.045499999076128006,0.0568,0.0568,0.3751,0.4433,0.4206,1.1367,2026-07-28
bw10-61,Escavalier,normal,Plasma Blast,Rare,5ban Graphics,Stage 1|Team Plasma,589,Pokémon,2013/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw10-61,0.52,0.25,0.550000011920929,19.979999542236328,,0.93,,,,0.7161,0.1137000024318695,0.682,1.1026,0.5569999814033508,0.6707,0.5797,1.1367,0.9321,1.1026,1.1367,2026-07-28
sm35-47,Spiritomb,normal,Shining Legends,Uncommon,Kouki Saitou,Basic,442,Pokémon,2017/10/06,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm35-47,0.19,0.009999999776482582,0.20000000298023224,19.979999542236328,,0.3,,,,0.1137,0.022700000554323196,0.1023,0.3296,0.0568000003695488,0.0909,0.0909,0.2387,0.3296,0.3069,1.1367,2026-07-28
sm115-57,Giovanni's Exile,normal,Hidden Fates,Uncommon,Megumi Mizutani,Supporter,,Trainer,2019/08/23,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm115-57,0.11,0.009999999776482582,0.18000000715255737,19.979999542236328,,0.35,,,,0.0796,0.022700000554323196,0.0682,0.2728,0.045499999076128006,0.0796,0.0796,0.4433,0.3183,0.3637,1.1367,2026-07-28
bw1-54,Scolipede,normal,Black & White,Rare,Masakazu Fukuda,Stage 2,545,Pokémon,2011/04/25,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw1-54,0.67,0.25,0.6200000047683716,96.91000366210938,,2.22,,,,1.3868,0.022700000554323196,0.8412,1.2049,1.3639999628067017,0.7275,0.8184,1.1367,1.3299,1.7619,1.1367,2026-07-28
swsh3-51,Mareanie,normal,Darkness Ablaze,Common,Tomokazu Komiya,Basic,747,Pokémon,2020/08/14,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh3-51,0.11,0.019999999552965164,0.20000000298023224,25.079999923706055,,0.38,,,,0.1023,0.022700000554323196,0.1023,0.3524,0.0340999998152256,0.1137,0.1023,0.2273,0.2273,0.3183,1.1367,2026-07-28
sm5-56,Croagunk,normal,Ultra Prism,Common,SATOSHI NAKAI,Basic,453,Pokémon,2018/02/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm5-56,0.03,0.009999999776482582,0.20000000298023224,19.979999542236328,,0.35,,,,0.0796,0.022700000554323196,0.0796,0.3069,0.07959999889135361,0.0796,0.0796,0.3069,0.3751,0.2614,1.1367,2026-07-28
ex9-56,Mudkip,normal,Emerald,Common,Atsuko Nishida,Basic,258,Pokémon,2005/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex9-56,7.79,2.299999952316284,7.489999771118164,90.11000061035156,,110.46,,,,0.2842,0.022700000554323196,3.3874,25.2006,0.829800009727478,5.8085,1.6937,4.5468,22.2452,17.994,1.1367,2026-07-28
sm6-52,Skrelp,normal,Forbidden Light,Common,Mina Nakai,Basic,690,Pokémon,2018/05/04,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm6-52,0.17,0.009999999776482582,0.20999999344348907,2.990000009536743,,0.36,,,,0.1023,0.022700000554323196,0.1023,0.341,0.0340999998152256,0.1023,0.1137,0.2273,0.3069,0.341,1.1367,2026-07-28
dp6-53,Drifblim,normal,Legends Awakened,Uncommon,Ken Sugimori,Stage 1,426,Pokémon,2008/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp6-53,0.53,0.23999999463558197,0.5,19.979999542236328,,2.49,,,,0.5001,0.022700000554323196,0.466,0.682,0.3977999985218048,0.4092,0.4319,0.5115,0.9207,0.8184,1.1367,2026-07-28
bwp-BW45,Mewtwo-EX,holofoil,BW Black Star Promos,Promo,Toyste Beach,Basic|EX,150,Pokémon,2011/03/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bwp-BW45,22.71,9.779999732971191,20.299999237060547,160.50999450683594,,,,,,7.4454,2.273400068283081,9.4346,0.0,4.683199882507324,7.5136,7.0703,3.6943,3.6943,5.0015,1.1367,2026-07-28
pl2-52,Tropius,normal,Rising Rivals,Uncommon,Ken Sugimori,Basic,357,Pokémon,2009/05/16,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/pl2-52,0.37,0.20000000298023224,0.3499999940395355,10.279999732971191,,2.09,,,,0.7502,0.022700000554323196,0.0227,0.773,0.0568000003695488,1.0571,1.1708,0.5456,0.6707,0.9548,1.1367,2026-07-28
ex11-56,Volbeat,normal,Delta Species,Uncommon,Midori Harada,Basic,313,Pokémon,2005/10/31,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex11-56,1.07,0.3700000047683716,1.059999942779541,19.979999542236328,,25.89,,,,0.9435,0.07959999889135361,1.705,2.2734,0.352400004863739,0.7957,1.2958,2.2734,4.1603,4.5582,1.1367,2026-07-28
xy10-54a,Zygarde-EX,,Fates Collide,Rare Ultra,5ban Graphics,Basic|EX,718,Pokémon,2016/05/02,cardmarket,https://prices.pokemontcg.io/cardmarket/xy10-54a,,,,,,,,,,63.5302,56.82360076904297,70.7027,0.0,90.93599700927734,63.1323,53.7204,6.8202,8.4457,6.6383,1.1367,2026-07-28
ex15-46,Dratini δ,normal,Dragon Frontiers,Common,Tomokazu Komiya,Basic,147,Pokémon,2006/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex15-46,4.08,2.4100000858306885,4.989999771118164,53.0,,62.46,,,,2.4894,0.0568000003695488,1.3072,12.6628,1.1253000497817993,0.8525,2.0233,9.0822,11.7762,9.9007,1.1367,2026-07-28
sm4-48,Oranguru,normal,Crimson Invasion,Rare,Yoshinobu Saito,Basic,765,Pokémon,2017/11/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm4-48,0.29,0.07000000029802322,0.28999999165534973,19.979999542236328,,0.39,,,,0.216,0.022700000554323196,0.216,0.3524,0.2614000141620636,0.2273,0.2614,0.5001,0.466,0.4092,1.1367,2026-07-28
ex6-53,Bellsprout,normal,FireRed & LeafGreen,Common,Tomokazu Komiya,Basic,69,Pokémon,2004/09/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex6-53,2.68,0.9900000095367432,2.859999895095825,28.0,,11.83,,,,1.3868,0.022700000554323196,1.8642,0.0,0.8525000214576721,2.4666,1.2049,15.9138,13.2539,8.6844,1.1367,2026-07-28
xy2-65,Floette,normal,Flashfire,Uncommon,5ban Graphics,Stage 1,670,Pokémon,2014/05/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy2-65,0.37,0.10000000149011612,0.4000000059604645,19.979999542236328,,1.28,,,,0.3524,0.022700000554323196,0.4433,0.0,0.6137999892234802,0.3524,0.2842,1.0799,0.9207,1.023,1.1367,2026-07-28
xy3-46,Machamp,holofoil,Furious Fists,Rare Holo,PLANETA,Stage 2,68,Pokémon,2014/08/13,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy3-46,1.05,0.5899999737739563,1.0,39.9900016784668,,2.28,,,,0.9889,0.1704999953508377,1.1822,0.7843,0.5569999814033508,0.9435,1.0799,0.341,1.8187,2.1029,1.1367,2026-07-28
sm3-53,Dusknoir,holofoil,Burning Shadows,Rare Holo,nagimiso,Stage 2,477,Pokémon,2017/08/05,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm3-53,0.43,0.15000000596046448,0.4399999976158142,5.0,,0.38,,,,0.7048,0.0340999998152256,0.7616,0.4888,0.6251999735832214,0.8298,0.5229,1.0799,0.8412,0.5684,1.1367,2026-07-28
sma-SV50,Ho-Oh-GX,holofoil,Hidden Fates Shiny Vault,Rare Shiny GX,5ban Graphics,Basic|GX,250,Pokémon,2019/08/23,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sma-SV50,40.6,30.0,42.630001068115234,61.86000061035156,,,,,,29.6224,12.503700256347656,29.7815,0.0,27.849199295043945,30.0657,29.8156,34.101,34.9308,38.5,1.1367,2026-07-28
ex1-46,Swellow,normal,Ruby & Sapphire,Uncommon,Ken Sugimori,Stage 1,277,Pokémon,2003/07/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex1-46,1.27,0.75,1.2000000476837158,21.0,,5.88,,,,1.0117,0.022700000554323196,1.2617,1.3299,0.3068999946117401,1.0571,0.8753,2.4439,2.2507,2.9554,1.1367,2026-07-28
ex7-55,Ekans,normal,Team Rocket Returns,Common,Atsuko Nishida,Basic,23,Pokémon,2004/11/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex7-55,0.55,0.1899999976158142,0.5400000214576721,20.40999984741211,,44.99,,,,0.3069,0.0568000003695488,0.3751,3.9785,0.3977999985218048,0.2728,0.2614,3.9785,6.5133,8.2752,1.1367,2026-07-28
dp5-52,Bronzor,normal,Majestic Dawn,Common,Daisuke Ito,Basic,436,Pokémon,2008/05/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/dp5-52,0.27,0.10000000149011612,0.25999999046325684,19.979999542236328,,1.48,,,,0.1478,0.022700000554323196,0.1023,0.4433,0.022700000554323196,0.125,0.1364,0.2273,0.4433,0.7616,1.1367,2026-07-28
swsh4-53,Blitzle,normal,Vivid Voltage,Common,Saya Tsuruta,Basic,522,Pokémon,2020/11/13,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh4-53,0.05,0.009999999776482582,0.15000000596046448,305.0,,0.28,,,,0.0455,0.022700000554323196,0.0568,0.1819,0.1137000024318695,0.0682,0.0455,0.4206,0.3069,0.2501,1.1367,2026-07-28
base3-59,Energy Search,unlimited,Fossil,Common,Keiji Kinebuchi,,,Trainer,1999/10/10,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/base3-59,0.28,0.029999999329447746,0.28999999165534973,18.360000610351562,,,,,"{""1stEdition"": {""low"": 0.2, ""mid"": 0.96, ""high"": 19.99, ""market"": 1.04, ""directLow"": 1.95}}",0.4433,0.022700000554323196,0.6479,0.0,0.5228999853134155,0.5456,0.5001,1.1367,0.5456,0.5456,1.1367,2026-07-28
swsh35-60,Pokémon Center Lady,normal,Champion's Path,Uncommon,kirisAki,Supporter,,Trainer,2020/09/25,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/swsh35-60,0.18,0.009999999776482582,0.20000000298023224,1.5,,0.19,,,,0.0796,0.022700000554323196,0.0796,0.4206,0.022700000554323196,0.1023,0.0796,0.2842,0.2955,0.2728,1.1367,2026-07-28
bw7-59,Spoink,normal,Boundaries Crossed,Common,Sumiyoshi Kizuki,Basic,325,Pokémon,2012/11/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/bw7-59,0.29,0.1599999964237213,0.30000001192092896,19.979999542236328,,0.7,,,,0.2387,0.022700000554323196,0.1932,1.0799,0.1363999992609024,0.1819,0.1591,0.5684,1.5686,1.1253,1.1367,2026-07-28
g1-43,Geodude,normal,Generations,Common,MAHOU,Basic,74,Pokémon,2016/02/22,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/g1-43,0.2,0.05000000074505806,0.25,1000.0,,0.86,,,,0.1478,0.022700000554323196,0.1137,0.9094,0.1704999953508377,0.125,0.1364,1.0571,0.8753,1.0117,1.1367,2026-07-28
ex14-54,Krabby,normal,Crystal Guardians,Common,Tomokazu Komiya,Basic,98,Pokémon,2006/08/01,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/ex14-54,0.85,0.20999999344348907,0.8100000023841858,19.979999542236328,,18.84,,,,0.4547,0.022700000554323196,0.557,5.8881,0.3977999985218048,0.6479,0.5229,3.4101,6.3542,4.6377,1.1367,2026-07-28
xy7-58,Goomy,normal,Ancient Origins,Common,sui,Basic,704,Pokémon,2015/08/12,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy7-58,0.19,0.019999999552965164,0.23000000417232513,19.979999542236328,,0.52,,,,0.0909,0.022700000554323196,0.1364,0.2842,0.022700000554323196,0.1478,0.1137,1.0799,0.3865,0.3978,1.1367,2026-07-28
sm11-52,Pyukumuku,normal,Unified Minds,Uncommon,OOYAMA,Basic,771,Pokémon,2019/08/02,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm11-52,0.26,0.10000000149011612,0.3100000023841858,19.979999542236328,,0.69,,,,0.1591,0.022700000554323196,0.1819,0.4433,0.0908999964594841,0.1705,0.1478,0.5797,0.4092,0.5684,1.1367,2026-07-28
sm75-55,Kangaskhan,normal,Dragon Majesty,Common,Naoyo Kimura,Basic,115,Pokémon,2018/09/07,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/sm75-55,0.27,0.09000000357627869,0.28999999165534973,19.979999542236328,,0.95,,,,0.2614,0.022700000554323196,0.2728,1.2276,0.1477999985218048,0.1932,0.1932,2.2166,1.3527,1.0685,1.1367,2026-07-28
xy9-49,Zebstrika,normal,BREAKpoint,Rare,Hajime Kusajima,Stage 1,523,Pokémon,2016/02/03,"tcgplayer,cardmarket",https://prices.pokemontcg.io/tcgplayer/xy9-49,0.25,0.019999999552965164,0.25,19.979999542236328,,0.42,,,,0.1932,0.022700000554323196,0.1819,1.2049,0.0568000003695488,0.1478,0.1932,0.3069,0.8525,0.8866,1.1367,2026-07-28
