card_id,name,set,rarity,release_date,source,variant,price,avg1,avg7,avg30,date
ex12-82,React Energy,Legend Maker,Uncommon,2006/02/01,cardmarket,normal,0.16,0.09,0.18,0.3,2026-07-28
ex11-77,Meowth,Delta Species,Common,2005/10/31,tcgplayer,normal,1.42,,,,2026-07-28
ex11-77,Meowth,Delta Species,Common,2005/10/31,tcgplayer,reverseHolofoil,64.1,,,,2026-07-28
ex11-77,Meowth,Delta Species,Common,2005/10/31,cardmarket,normal,0.02,0.35,0.37,0.53,2026-07-28
hgss1-86,Totodile,HeartGold & SoulSilver,Common,2010/02/10,tcgplayer,normal,2.23,,,,2026-07-28
hgss1-86,Totodile,HeartGold & SoulSilver,Common,2010/02/10,tcgplayer,reverseHolofoil,21.78,,,,2026-07-28
hgss1-86,Totodile,HeartGold & SoulSilver,Common,2010/02/10,cardmarket,normal,0.83,1.5,0.87,0.49,2026-07-28
ex14-76,Crystal Shard,Crystal Guardians,Uncommon,2006/08/01,tcgplayer,normal,0.43,,,,2026-07-28
ex14-76,Crystal Shard,Crystal Guardians,Uncommon,2006/08/01,tcgplayer,reverseHolofoil,3.4,,,,2026-07-28
ex14-76,Crystal Shard,Crystal Guardians,Uncommon,2006/08/01,cardmarket,normal,0.6,0.15,0.56,0.94,2026-07-28
bw11-83,Stunfisk,Legendary Treasures,Uncommon,2013/11/06,tcgplayer,normal,3.87,,,,2026-07-28
bw11-83,Stunfisk,Legendary Treasures,Uncommon,2013/11/06,tcgplayer,reverseHolofoil,7.5,,,,2026-07-28
bw11-83,Stunfisk,Legendary Treasures,Uncommon,2013/11/06,cardmarket,normal,2.6,2.99,2.54,1.58,2026-07-28
ex10-79,Wooper,Unseen Forces,Common,2005/08/01,tcgplayer,normal,4.27,,,,2026-07-28
ex10-79,Wooper,Unseen Forces,Common,2005/08/01,tcgplayer,reverseHolofoil,50.0,,,,2026-07-28
ex10-79,Wooper,Unseen Forces,Common,2005/08/01,cardmarket,normal,0.23,0.55,0.28,0.26,2026-07-28
ex15-68,Trapinch δ,Dragon Frontiers,Common,2006/11/01,tcgplayer,normal,0.38,,,,2026-07-28
ex15-68,Trapinch δ,Dragon Frontiers,Common,2006/11/01,tcgplayer,reverseHolofoil,15.16,,,,2026-07-28
ex15-68,Trapinch δ,Dragon Frontiers,Common,2006/11/01,cardmarket,normal,0.27,0.25,0.21,0.2,2026-07-28
sm11-75,Alolan Marowak,Unified Minds,Rare,2019/08/02,tcgplayer,normal,0.56,,,,2026-07-28
sm11-75,Alolan Marowak,Unified Minds,Rare,2019/08/02,tcgplayer,reverseHolofoil,3.51,,,,2026-07-28
sm11-75,Alolan Marowak,Unified Minds,Rare,2019/08/02,cardmarket,normal,0.33,0.38,0.36,0.42,2026-07-28
dp6-78,Unown [U],Legends Awakened,Uncommon,2008/08/01,tcgplayer,normal,1.67,,,,2026-07-28
dp6-78,Unown [U],Legends Awakened,Uncommon,2008/08/01,tcgplayer,reverseHolofoil,5.07,,,,2026-07-28
dp6-78,Unown [U],Legends Awakened,Uncommon,2008/08/01,cardmarket,normal,1.0,0.68,0.57,0.68,2026-07-28
xyp-XY72,Latios-EX,XY Black Star Promos,Promo,2013/10/12,tcgplayer,holofoil,14.98,,,,2026-07-28
xyp-XY72,Latios-EX,XY Black Star Promos,Promo,2013/10/12,cardmarket,normal,4.93,3.99,4.56,6.87,2026-07-28
g1-67,Poké Ball,Generations,Uncommon,2016/02/22,tcgplayer,normal,0.16,,,,2026-07-28
g1-67,Poké Ball,Generations,Uncommon,2016/02/22,tcgplayer,reverseHolofoil,0.4,,,,2026-07-28
g1-67,Poké Ball,Generations,Uncommon,2016/02/22,cardmarket,normal,0.13,0.29,0.12,0.09,2026-07-28
xy5-82,Trapinch,Primal Clash,Common,2015/02/04,tcgplayer,normal,0.19,,,,2026-07-28
xy5-82,Trapinch,Primal Clash,Common,2015/02/04,tcgplayer,reverseHolofoil,0.42,,,,2026-07-28
xy5-82,Trapinch,Primal Clash,Common,2015/02/04,cardmarket,normal,0.11,0.1,0.14,0.07,2026-07-28
pl3-75,Pinsir,Supreme Victors,Uncommon,2009/08/19,tcgplayer,normal,0.75,,,,2026-07-28
pl3-75,Pinsir,Supreme Victors,Uncommon,2009/08/19,tcgplayer,reverseHolofoil,1.34,,,,2026-07-28
pl3-75,Pinsir,Supreme Victors,Uncommon,2009/08/19,cardmarket,normal,0.55,0.1,0.56,0.48,2026-07-28
bw3-74,Landorus,Noble Victories,Rare Holo,2011/11/16,tcgplayer,holofoil,5.38,,,,2026-07-28
bw3-74,Landorus,Noble Victories,Rare Holo,2011/11/16,tcgplayer,reverseHolofoil,5.49,,,,2026-07-28
bw3-74,Landorus,Noble Victories,Rare Holo,2011/11/16,cardmarket,normal,2.2,0.6,1.15,2.32,2026-07-28
sm3-76,Lycanroc,Burning Shadows,Rare,2017/08/05,tcgplayer,normal,0.35,,,,2026-07-28
sm3-76,Lycanroc,Burning Shadows,Rare,2017/08/05,tcgplayer,reverseHolofoil,0.54,,,,2026-07-28
sm3-76,Lycanroc,Burning Shadows,Rare,2017/08/05,cardmarket,normal,0.19,0.03,0.32,0.48,2026-07-28
pl4-81,Wingull,Arceus,Common,2009/11/04,tcgplayer,normal,0.33,,,,2026-07-28
pl4-81,Wingull,Arceus,Common,2009/11/04,tcgplayer,reverseHolofoil,5.2,,,,2026-07-28
pl4-81,Wingull,Arceus,Common,2009/11/04,cardmarket,normal,0.13,0.05,0.16,0.14,2026-07-28
bw1-77,Patrat,Black & White,Common,2011/04/25,tcgplayer,normal,0.26,,,,2026-07-28
bw1-77,Patrat,Black & White,Common,2011/04/25,tcgplayer,reverseHolofoil,1.4,,,,2026-07-28
bw1-77,Patrat,Black & White,Common,2011/04/25,cardmarket,normal,0.1,0.05,0.12,0.13,2026-07-28
xy12-75,Charizard Spirit Link,Evolutions,Uncommon,2016/11/02,tcgplayer,normal,0.37,,,,2026-07-28
xy12-75,Charizard Spirit Link,Evolutions,Uncommon,2016/11/02,tcgplayer,reverseHolofoil,8.7,,,,2026-07-28
xy12-75,Charizard Spirit Link,Evolutions,Uncommon,2016/11/02,cardmarket,normal,0.3,0.1,0.25,0.29,2026-07-28
xy11-82,Xerneas BREAK,Steam Siege,Rare BREAK,2016/08/03,tcgplayer,holofoil,7.67,,,,2026-07-28
xy11-82,Xerneas BREAK,Steam Siege,Rare BREAK,2016/08/03,cardmarket,normal,4.44,3.99,4.11,3.7,2026-07-28
bw6-78,Aron,Dragons Exalted,Common,2012/08/15,tcgplayer,normal,0.4,,,,2026-07-28
bw6-78,Aron,Dragons Exalted,Common,2012/08/15,tcgplayer,reverseHolofoil,1.16,,,,2026-07-28
bw6-78,Aron,Dragons Exalted,Common,2012/08/15,cardmarket,normal,0.18,0.25,0.23,0.17,2026-07-28
bw5-73,Vullaby,Dark Explorers,Uncommon,2012/05/09,tcgplayer,normal,0.45,,,,2026-07-28
bw5-73,Vullaby,Dark Explorers,Uncommon,2012/05/09,tcgplayer,reverseHolofoil,1.13,,,,2026-07-28
bw5-73,Vullaby,Dark Explorers,Uncommon,2012/05/09,cardmarket,normal,0.26,0.03,0.24,0.19,2026-07-28
ecard1-72,Chansey,Expedition Base Set,Uncommon,2002/09/15,tcgplayer,normal,8.66,,,,2026-07-28
ecard1-72,Chansey,Expedition Base Set,Uncommon,2002/09/15,tcgplayer,reverseHolofoil,40.72,,,,2026-07-28
ecard1-72,Chansey,Expedition Base Set,Uncommon,2002/09/15,cardmarket,normal,2.15,2.99,2.62,2.13,2026-07-28
base4-79,Magnemite,Base Set 2,Common,2000/02/24,tcgplayer,normal,0.48,,,,2026-07-28
base4-79,Magnemite,Base Set 2,Common,2000/02/24,cardmarket,normal,0.59,0.98,0.49,0.35,2026-07-28
ex16-72,Drake's Stadium,Power Keepers,Uncommon,2007/02/02,tcgplayer,normal,1.42,,,,2026-07-28
ex16-72,Drake's Stadium,Power Keepers,Uncommon,2007/02/02,tcgplayer,reverseHolofoil,3.13,,,,2026-07-28
ex16-72,Drake's Stadium,Power Keepers,Uncommon,2007/02/02,cardmarket,normal,0.71,1.1,0.93,0.49,2026-07-28
xy4-73,Zweilous,Phantom Forces,Uncommon,2014/11/05,tcgplayer,normal,0.22,,,,2026-07-28
xy4-73,Zweilous,Phantom Forces,Uncommon,2014/11/05,tcgplayer,reverseHolofoil,0.62,,,,2026-07-28
xy4-73,Zweilous,Phantom Forces,Uncommon,2014/11/05,cardmarket,normal,0.13,0.05,0.16,0.19,2026-07-28
hgss1-87,Vulpix,HeartGold & SoulSilver,Common,2010/02/10,tcgplayer,normal,2.97,,,,2026-07-28
hgss1-87,Vulpix,HeartGold & SoulSilver,Common,2010/02/10,tcgplayer,reverseHolofoil,21.48,,,,2026-07-28
hgss1-87,Vulpix,HeartGold & SoulSilver,Common,2010/02/10,cardmarket,normal,0.7,0.26,0.71,0.41,2026-07-28
sm35-69,Double Colorless Energy,Shining Legends,Uncommon,2017/10/06,tcgplayer,normal,0.62,,,,2026-07-28
sm35-69,Double Colorless Energy,Shining Legends,Uncommon,2017/10/06,tcgplayer,reverseHolofoil,1.17,,,,2026-07-28
sm35-69,Double Colorless Energy,Shining Legends,Uncommon,2017/10/06,cardmarket,normal,0.53,0.65,0.57,0.5,2026-07-28
bw4-84,Minccino,Next Destinies,Uncommon,2012/02/08,tcgplayer,normal,1.82,,,,2026-07-28
bw4-84,Minccino,Next Destinies,Uncommon,2012/02/08,tcgplayer,reverseHolofoil,1.99,,,,2026-07-28
bw4-84,Minccino,Next Destinies,Uncommon,2012/02/08,cardmarket,normal,0.25,0.15,0.24,0.2,2026-07-28
sm2-76,Mudsdale,Guardians Rising,Rare Holo,2017/05/05,tcgplayer,holofoil,0.51,,,,2026-07-28
sm2-76,Mudsdale,Guardians Rising,Rare Holo,2017/05/05,tcgplayer,reverseHolofoil,0.43,,,,2026-07-28
sm2-76,Mudsdale,Guardians Rising,Rare Holo,2017/05/05,cardmarket,normal,0.49,0.57,0.39,0.47,2026-07-28
sm1-76,Alolan Rattata,Sun & Moon,Common,2017/02/03,tcgplayer,normal,0.17,,,,2026-07-28
sm1-76,Alolan Rattata,Sun & Moon,Common,2017/02/03,tcgplayer,reverseHolofoil,0.38,,,,2026-07-28
sm1-76,Alolan Rattata,Sun & Moon,Common,2017/02/03,cardmarket,normal,0.06,0.11,0.07,0.05,2026-07-28
ex6-76,Ponyta,FireRed & LeafGreen,Common,2004/09/01,tcgplayer,normal,0.68,,,,2026-07-28
ex6-76,Ponyta,FireRed & LeafGreen,Common,2004/09/01,tcgplayer,reverseHolofoil,17.61,,,,2026-07-28
ex6-76,Ponyta,FireRed & LeafGreen,Common,2004/09/01,cardmarket,normal,0.72,0.1,1.48,0.64,2026-07-28
neo1-73,Slowpoke,Neo Genesis,Common,2000/12/16,tcgplayer,1stEdition,11.98,,,,2026-07-28
neo1-73,Slowpoke,Neo Genesis,Common,2000/12/16,tcgplayer,unlimited,8.13,,,,2026-07-28
neo1-73,Slowpoke,Neo Genesis,Common,2000/12/16,cardmarket,normal,1.2,2.0,0.88,1.19,2026-07-28
dp3-85,Diglett,Secret Wonders,Common,2007/11/01,tcgplayer,normal,0.45,,,,2026-07-28
dp3-85,Diglett,Secret Wonders,Common,2007/11/01,tcgplayer,reverseHolofoil,4.97,,,,2026-07-28
dp3-85,Diglett,Secret Wonders,Common,2007/11/01,cardmarket,normal,0.21,0.35,0.21,0.16,2026-07-28
base1-81,Energy Retrieval,Base,Uncommon,1999/01/09,tcgplayer,normal,0.61,,,,2026-07-28
base1-81,Energy Retrieval,Base,Uncommon,1999/01/09,cardmarket,normal,1.76,0.29,2.07,0.98,2026-07-28
neo2-72,Fossil Egg,Neo Discovery,Uncommon,2001/06/01,tcgplayer,1stEdition,1.5,,,,2026-07-28
neo2-72,Fossil Egg,Neo Discovery,Uncommon,2001/06/01,tcgplayer,unlimited,0.62,,,,2026-07-28
neo2-72,Fossil Egg,Neo Discovery,Uncommon,2001/06/01,cardmarket,normal,0.79,1.15,0.91,0.55,2026-07-28
ex8-78,Surskit,Deoxys,Common,2005/02/01,tcgplayer,normal,0.61,,,,2026-07-28
ex8-78,Surskit,Deoxys,Common,2005/02/01,tcgplayer,reverseHolofoil,12.66,,,,2026-07-28
ex8-78,Surskit,Deoxys,Common,2005/02/01,cardmarket,normal,0.39,0.22,0.23,0.3,2026-07-28
col1-80,Lost Remover,Call of Legends,Uncommon,2011/02/09,tcgplayer,normal,0.33,,,,2026-07-28
col1-80,Lost Remover,Call of Legends,Uncommon,2011/02/09,tcgplayer,reverseHolofoil,3.42,,,,2026-07-28
col1-80,Lost Remover,Call of Legends,Uncommon,2011/02/09,cardmarket,normal,0.45,0.29,0.37,0.54,2026-07-28
swsh1-80,Morpeko VMAX,Sword & Shield,Rare Holo VMAX,2020/02/07,tcgplayer,holofoil,3.54,,,,2026-07-28
swsh1-80,Morpeko VMAX,Sword & Shield,Rare Holo VMAX,2020/02/07,cardmarket,normal,3.63,4.5,3.95,3.13,2026-07-28
bw10-86,Reversal Trigger,Plasma Blast,Uncommon,2013/08/14,tcgplayer,normal,0.23,,,,2026-07-28
bw10-86,Reversal Trigger,Plasma Blast,Uncommon,2013/08/14,tcgplayer,reverseHolofoil,0.49,,,,2026-07-28
bw10-86,Reversal Trigger,Plasma Blast,Uncommon,2013/08/14,cardmarket,normal,0.17,0.17,0.17,0.19,2026-07-28
sm75-76,Fiery Flint,Dragon Majesty,Rare Secret,2018/09/07,tcgplayer,holofoil,9.93,,,,2026-07-28
sm75-76,Fiery Flint,Dragon Majesty,Rare Secret,2018/09/07,cardmarket,normal,18.21,13.99,16.91,17.73,2026-07-28
xy10-76,Aerodactyl,Fates Collide,Rare,2016/05/02,tcgplayer,normal,0.62,,,,2026-07-28
xy10-76,Aerodactyl,Fates Collide,Rare,2016/05/02,tcgplayer,reverseHolofoil,1.9,,,,2026-07-28
xy10-76,Aerodactyl,Fates Collide,Rare,2016/05/02,cardmarket,normal,0.84,0.4,0.8,0.85,2026-07-28
ex2-72,Pikachu,Sandstorm,Common,2003/09/18,tcgplayer,normal,11.79,,,,2026-07-28
ex2-72,Pikachu,Sandstorm,Common,2003/09/18,tcgplayer,reverseHolofoil,124.3,,,,2026-07-28
ex2-72,Pikachu,Sandstorm,Common,2003/09/18,cardmarket,normal,5.1,3.0,5.59,4.59,2026-07-28
swsh3-74,Gothorita,Darkness Ablaze,Uncommon,2020/08/14,tcgplayer,reverseHolofoil,0.3,,,,2026-07-28
swsh3-74,Gothorita,Darkness Ablaze,Uncommon,2020/08/14,tcgplayer,normal,0.14,,,,2026-07-28
swsh3-74,Gothorita,Darkness Ablaze,Uncommon,2020/08/14,cardmarket,normal,0.07,0.05,0.08,0.06,2026-07-28
ex3-80,Treecko,Dragon,Common,2003/11/24,tcgplayer,normal,1.14,,,,2026-07-28
ex3-80,Treecko,Dragon,Common,2003/11/24,tcgplayer,reverseHolofoil,32.03,,,,2026-07-28
ex3-80,Treecko,Dragon,Common,2003/11/24,cardmarket,normal,0.41,0.19,0.28,0.54,2026-07-28
bw7-81,Gliscor,Boundaries Crossed,Rare Holo,2012/11/07,tcgplayer,holofoil,2.06,,,,2026-07-28
bw7-81,Gliscor,Boundaries Crossed,Rare Holo,2012/11/07,tcgplayer,reverseHolofoil,3.72,,,,2026-07-28
bw7-81,Gliscor,Boundaries Crossed,Rare Holo,2012/11/07,cardmarket,normal,3.02,1.89,2.92,2.57,2026-07-28
smp-SM72,Alolan Raichu,SM Black Star Promos,Promo,2017/02/03,tcgplayer,holofoil,38.5,,,,2026-07-28
smp-SM72,Alolan Raichu,SM Black Star Promos,Promo,2017/02/03,cardmarket,normal,22.5,15.0,17.78,20.15,2026-07-28
ecard2-54,Marowak,Aquapolis,Uncommon,2003/01/15,tcgplayer,normal,13.01,,,,2026-07-28
ecard2-54,Marowak,Aquapolis,Uncommon,2003/01/15,tcgplayer,reverseHolofoil,38.75,,,,2026-07-28
ecard2-54,Marowak,Aquapolis,Uncommon,2003/01/15,cardmarket,normal,2.33,3.0,3.47,3.13,2026-07-28
xy9-71,Pancham,BREAKpoint,Common,2016/02/03,tcgplayer,normal,0.18,,,,2026-07-28
xy9-71,Pancham,BREAKpoint,Common,2016/02/03,tcgplayer,reverseHolofoil,0.46,,,,2026-07-28
xy9-71,Pancham,BREAKpoint,Common,2016/02/03,cardmarket,normal,0.09,0.1,0.08,0.11,2026-07-28
ex4-81,Team Magma Belt,Team Magma vs Team Aqua,Uncommon,2004/03/01,tcgplayer,normal,1.75,,,,2026-07-28
ex4-81,Team Magma Belt,Team Magma vs Team Aqua,Uncommon,2004/03/01,tcgplayer,reverseHolofoil,5.17,,,,2026-07-28
ex4-81,Team Magma Belt,Team Magma vs Team Aqua,Uncommon,2004/03/01,cardmarket,normal,0.87,0.75,0.68,0.83,2026-07-28
sm9-83,Alolan Grimer,Team Up,Common,2019/02/01,tcgplayer,normal,0.23,,,,2026-07-28
sm9-83,Alolan Grimer,Team Up,Common,2019/02/01,tcgplayer,reverseHolofoil,0.46,,,,2026-07-28
sm9-83,Alolan Grimer,Team Up,Common,2019/02/01,cardmarket,normal,0.06,0.03,0.08,0.09,2026-07-28
ex7-78,Spinarak,Team Rocket Returns,Common,2004/11/01,tcgplayer,normal,3.23,,,,2026-07-28
ex7-78,Spinarak,Team Rocket Returns,Common,2004/11/01,tcgplayer,reverseHolofoil,34.93,,,,2026-07-28
ex7-78,Spinarak,Team Rocket Returns,Common,2004/11/01,cardmarket,normal,1.01,1.25,1.03,0.77,2026-07-28
dp7-72,Roselia,Stormfront,Common,2008/11/01,tcgplayer,normal,0.32,,,,2026-07-28
dp7-72,Roselia,Stormfront,Common,2008/11/01,tcgplayer,reverseHolofoil,1.99,,,,2026-07-28
dp7-72,Roselia,Stormfront,Common,2008/11/01,cardmarket,normal,0.19,0.1,0.16,0.12,2026-07-28
ex9-79,Mr. Stone's Project,Emerald,Uncommon,2005/05/01,tcgplayer,normal,3.51,,,,2026-07-28
ex9-79,Mr. Stone's Project,Emerald,Uncommon,2005/05/01,tcgplayer,reverseHolofoil,25.12,,,,2026-07-28
ex9-79,Mr. Stone's Project,Emerald,Uncommon,2005/05/01,cardmarket,normal,0.58,0.35,0.62,1.12,2026-07-28
gym2-84,Lt. Surge's Pikachu,Gym Challenge,Common,2000/10/16,tcgplayer,1stEdition,23.14,,,,2026-07-28
gym2-84,Lt. Surge's Pikachu,Gym Challenge,Common,2000/10/16,tcgplayer,unlimited,10.41,,,,2026-07-28
gym2-84,Lt. Surge's Pikachu,Gym Challenge,Common,2000/10/16,cardmarket,normal,8.92,8.93,14.14,9.92,2026-07-28
ex5-72,Shuppet,Hidden Legends,Common,2004/06/01,tcgplayer,normal,0.65,,,,2026-07-28
ex5-72,Shuppet,Hidden Legends,Common,2004/06/01,tcgplayer,reverseHolofoil,20.89,,,,2026-07-28
ex5-72,Shuppet,Hidden Legends,Common,2004/06/01,cardmarket,normal,0.28,0.6,0.25,0.31,2026-07-28
xy6-77,Shaymin-EX,Roaring Skies,Rare Holo EX,2015/05/06,tcgplayer,holofoil,10.36,,,,2026-07-28
xy6-77,Shaymin-EX,Roaring Skies,Rare Holo EX,2015/05/06,cardmarket,normal,4.52,4.0,4.65,4.26,2026-07-28
bw9-80,Mawile,Plasma Freeze,Uncommon,2013/05/08,tcgplayer,normal,0.47,,,,2026-07-28
bw9-80,Mawile,Plasma Freeze,Uncommon,2013/05/08,tcgplayer,reverseHolofoil,3.92,,,,2026-07-28
bw9-80,Mawile,Plasma Freeze,Uncommon,2013/05/08,cardmarket,normal,0.13,0.02,0.25,0.35,2026-07-28
pl1-80,Lickitung,Platinum,Common,2009/02/11,tcgplayer,normal,9.08,,,,2026-07-28
pl1-80,Lickitung,Platinum,Common,2009/02/11,tcgplayer,reverseHolofoil,15.57,,,,2026-07-28
pl1-80,Lickitung,Platinum,Common,2009/02/11,cardmarket,normal,0.22,0.55,0.29,0.59,2026-07-28
base6-74,Eevee,Legendary Collection,Common,2002/05/24,tcgplayer,normal,5.38,,,,2026-07-28
base6-74,Eevee,Legendary Collection,Common,2002/05/24,tcgplayer,reverseHolofoil,535.0,,,,2026-07-28
base6-74,Eevee,Legendary Collection,Common,2002/05/24,cardmarket,normal,1.96,0.5,1.66,1.45,2026-07-28
ex11-78,Ponyta,Delta Species,Common,2005/10/31,tcgplayer,normal,0.57,,,,2026-07-28
ex11-78,Ponyta,Delta Species,Common,2005/10/31,tcgplayer,reverseHolofoil,16.77,,,,2026-07-28
ex11-78,Ponyta,Delta Species,Common,2005/10/31,cardmarket,normal,0.22,0.12,0.18,0.24,2026-07-28
pl2-77,Sealeo,Rising Rivals,Common,2009/05/16,tcgplayer,normal,0.35,,,,2026-07-28
pl2-77,Sealeo,Rising Rivals,Common,2009/05/16,tcgplayer,reverseHolofoil,2.16,,,,2026-07-28
pl2-77,Sealeo,Rising Rivals,Common,2009/05/16,cardmarket,normal,0.17,0.09,0.18,0.14,2026-07-28
sm6-74,Diancie ◇,Forbidden Light,Rare Prism Star,2018/05/04,tcgplayer,holofoil,5.7,,,,2026-07-28
sm6-74,Diancie ◇,Forbidden Light,Rare Prism Star,2018/05/04,cardmarket,normal,3.59,2.98,3.45,3.33,2026-07-28
dp2-73,Bidoof,Mysterious Treasures,Common,2007/08/01,tcgplayer,normal,0.68,,,,2026-07-28
dp2-73,Bidoof,Mysterious Treasures,Common,2007/08/01,tcgplayer,reverseHolofoil,9.99,,,,2026-07-28
dp2-73,Bidoof,Mysterious Treasures,Common,2007/08/01,cardmarket,normal,0.31,0.13,0.29,0.24,2026-07-28
xy7-80,Sceptile Spirit Link,Ancient Origins,Uncommon,2015/08/12,tcgplayer,normal,0.13,,,,2026-07-28
xy7-80,Sceptile Spirit Link,Ancient Origins,Uncommon,2015/08/12,tcgplayer,reverseHolofoil,0.41,,,,2026-07-28
xy7-80,Sceptile Spirit Link,Ancient Origins,Uncommon,2015/08/12,cardmarket,normal,0.19,0.15,0.18,0.16,2026-07-28
ecard3-46,Abra,Skyridge,Common,2003/05/12,tcgplayer,normal,27.56,,,,2026-07-28
ecard3-46,Abra,Skyridge,Common,2003/05/12,tcgplayer,reverseHolofoil,147.77,,,,2026-07-28
ecard3-46,Abra,Skyridge,Common,2003/05/12,cardmarket,normal,4.92,4.94,5.65,4.76,2026-07-28
base5-76,Imposter Oak's Revenge,Team Rocket,Uncommon,2000/04/24,tcgplayer,1stEdition,13.99,,,,2026-07-28
base5-76,Imposter Oak's Revenge,Team Rocket,Uncommon,2000/04/24,tcgplayer,unlimited,3.39,,,,2026-07-28
base5-76,Imposter Oak's Revenge,Team Rocket,Uncommon,2000/04/24,cardmarket,normal,2.99,2.6,2.37,3.04,2026-07-28
neo4-80,Remoraid,Neo Destiny,Common,2002/02/28,tcgplayer,1stEdition,1.83,,,,2026-07-28
neo4-80,Remoraid,Neo Destiny,Common,2002/02/28,tcgplayer,unlimited,0.78,,,,2026-07-28
neo4-80,Remoraid,Neo Destiny,Common,2002/02/28,cardmarket,normal,0.5,0.29,0.28,0.39,2026-07-28
bw8-78,Lucario,Plasma Storm,Rare Holo,2013/02/06,tcgplayer,holofoil,9.6,,,,2026-07-28
bw8-78,Lucario,Plasma Storm,Rare Holo,2013/02/06,tcgplayer,reverseHolofoil,27.38,,,,2026-07-28
bw8-78,Lucario,Plasma Storm,Rare Holo,2013/02/06,cardmarket,normal,3.95,1.98,3.22,3.26,2026-07-28
sm8-76,Mareep,Lost Thunder,Common,2018/11/02,tcgplayer,reverseHolofoil,0.58,,,,2026-07-28
sm8-76,Mareep,Lost Thunder,Common,2018/11/02,tcgplayer,normal,0.37,,,,2026-07-28
sm8-76,Mareep,Lost Thunder,Common,2018/11/02,cardmarket,normal,0.08,0.04,0.07,0.08,2026-07-28
bwp-BW69,Meloetta,BW Black Star Promos,Promo,2011/03/01,tcgplayer,normal,0.93,,,,2026-07-28
bwp-BW69,Meloetta,BW Black Star Promos,Promo,2011/03/01,cardmarket,normal,1.66,0.65,1.78,1.57,2026-07-28
hgss4-77,Spoink,HS—Triumphant,Common,2010/11/03,tcgplayer,normal,0.35,,,,2026-07-28
hgss4-77,Spoink,HS—Triumphant,Common,2010/11/03,tcgplayer,reverseHolofoil,5.26,,,,2026-07-28
hgss4-77,Spoink,HS—Triumphant,Common,2010/11/03,cardmarket,normal,0.16,0.03,0.22,0.14,2026-07-28
sm12-80,Ralts,Cosmic Eclipse,Common,2019/11/01,tcgplayer,reverseHolofoil,0.71,,,,2026-07-28
sm12-80,Ralts,Cosmic Eclipse,Common,2019/11/01,tcgplayer,normal,0.28,,,,2026-07-28
sm12-80,Ralts,Cosmic Eclipse,Common,2019/11/01,cardmarket,normal,0.08,0.02,0.09,0.1,2026-07-28
sm10-70,Gengar,Unbroken Bonds,Rare,2019/05/03,tcgplayer,reverseHolofoil,48.29,,,,2026-07-28
sm10-70,Gengar,Unbroken Bonds,Rare,2019/05/03,tcgplayer,normal,24.84,,,,2026-07-28
sm10-70,Gengar,Unbroken Bonds,Rare,2019/05/03,cardmarket,normal,16.23,20.0,16.84,16.09,2026-07-28
hgss3-78,Team Rocket's Trickery,HS—Undaunted,Uncommon,2010/08/18,tcgplayer,normal,0.4,,,,2026-07-28
hgss3-78,Team Rocket's Trickery,HS—Undaunted,Uncommon,2010/08/18,tcgplayer,reverseHolofoil,6.68,,,,2026-07-28
hgss3-78,Team Rocket's Trickery,HS—Undaunted,Uncommon,2010/08/18,cardmarket,normal,0.14,0.1,0.19,0.23,2026-07-28
dp1-81,Electabuzz,Diamond & Pearl,Common,2007/05/01,tcgplayer,normal,0.7,,,,2026-07-28
dp1-81,Electabuzz,Diamond & Pearl,Common,2007/05/01,tcgplayer,reverseHolofoil,5.51,,,,2026-07-28
dp1-81,Electabuzz,Diamond & Pearl,Common,2007/05/01,cardmarket,normal,0.17,0.2,0.15,0.22,2026-07-28
xy1-81,Pawniard,XY,Common,2014/02/05,tcgplayer,normal,0.18,,,,2026-07-28
xy1-81,Pawniard,XY,Common,2014/02/05,tcgplayer,reverseHolofoil,0.61,,,,2026-07-28
xy1-81,Pawniard,XY,Common,2014/02/05,cardmarket,normal,0.09,0.06,0.09,0.09,2026-07-28
sm4-71,Jigglypuff,Crimson Invasion,Common,2017/11/03,tcgplayer,normal,0.53,,,,2026-07-28
sm4-71,Jigglypuff,Crimson Invasion,Common,2017/11/03,tcgplayer,reverseHolofoil,1.46,,,,2026-07-28
sm4-71,Jigglypuff,Crimson Invasion,Common,2017/11/03,cardmarket,normal,0.12,0.02,0.14,0.11,2026-07-28
bw2-72,Ferrothorn,Emerging Powers,Rare,2011/08/31,tcgplayer,normal,1.0,,,,2026-07-28
bw2-72,Ferrothorn,Emerging Powers,Rare,2011/08/31,tcgplayer,reverseHolofoil,1.58,,,,2026-07-28
bw2-72,Ferrothorn,Emerging Powers,Rare,2011/08/31,cardmarket,normal,0.7,0.8,0.74,0.59,2026-07-28
xy2-90,Lysandre,Flashfire,Uncommon,2014/05/07,tcgplayer,normal,0.27,,,,2026-07-28
xy2-90,Lysandre,Flashfire,Uncommon,2014/05/07,tcgplayer,reverseHolofoil,1.36,,,,2026-07-28
xy2-90,Lysandre,Flashfire,Uncommon,2014/05/07,cardmarket,normal,0.39,0.34,0.23,0.35,2026-07-28
hgss2-80,PlusPower,HS—Unleashed,Uncommon,2010/05/12,tcgplayer,normal,0.66,,,,2026-07-28
hgss2-80,PlusPower,HS—Unleashed,Uncommon,2010/05/12,tcgplayer,reverseHolofoil,2.33,,,,2026-07-28
hgss2-80,PlusPower,HS—Unleashed,Uncommon,2010/05/12,cardmarket,normal,0.21,0.2,0.16,0.29,2026-07-28
